*** Configuration ***

Trigger: G-switch,
Smart Recovery option enabled with altitude setting of 3019 ft
Timed recovery set at 25 sec (drogue) and 0 sec (main)
Data is sampled at 200 Hz
Inputs that were sampled: Acceleration, Pressure, the digital inputs
122,220      1,0      2702 003F
122,225      1,0      2702 003F
122,230      1,0      2702 003F
122,235      1,1      2702 003F
122,240      1,1      2675 003F
122,245      1,2      2675 003F
122,250      1,0      2702 003F
122,255      1,0      2702 003F
122,260      0,7      2702 003F
122,265      1,0      2702 003F
122,270      0,7      2675 003F
122,275      0,9      2702 003F
122,280      1,0      2702 003F
122,285      1,0      2702 003F
122,290      1,0      2702 003F
122,295      0,9      2675 003F
122,300      1,1      2702 003F
122,305      1,0      2675 003F
122,310      1,1      2675 003F
122,315      0,7      2702 003F
122,320      0,7      2675 003F
122,325      0,7      2702 003F
122,330      0,7      2675 003F
122,335      0,7      2702 003F
122,340      0,6      2675 003F
122,345      0,6      2702 003F
122,350      0,6      2675 003F
122,355      0,7      2675 003F
122,360      1,0      2702 003F
122,365      1,1      2702 003F
122,370      0,9      2675 003F
122,375      1,0      2702 003F
122,380      1,1      2702 003F
122,385      0,9      2675 003F
122,390      1,1      2702 003F
122,395      0,9      2675 003F
122,400      1,1      2675 003F
122,405      1,0      2675 003F
122,410      0,9      2702 003F
122,415      1,0      2675 003F
122,420      1,0      2702 003F
122,425      0,9      2675 003F
122,430      1,0      2675 003F
122,435      0,9      2675 003F
122,440      1,1      2702 003F
122,445      1,2      2675 003F
122,450      1,1      2702 003F
122,455      0,9      2675 003F
122,460      1,0      2675 003F
122,465      1,2      2702 003F
122,470      1,1      2675 003F
122,475      0,9      2675 003F
122,480      0,7      2675 003F
122,485      1,1      2702 003F
122,490      1,1      2702 003F
122,495      0,9      2702 003F
122,500      0,9      2675 003F
122,505      1,0      2675 003F
122,510      1,1      2675 003F
122,515      1,0      2675 003F
122,520      1,0      2702 003F
122,525      1,0      2675 003F
122,530      1,1      2702 003F
122,535      1,2      2675 003F
122,540      1,1      2675 003F
122,545      0,9      2675 003F
122,550      0,9      2702 003F
122,555      1,0      2702 003F
122,560      0,9      2675 003F
122,565      0,9      2675 003F
122,570      0,9      2675 003F
122,575      0,9      2675 003F
122,580      0,9      2675 003F
122,585      1,0      2675 003F
122,590      0,9      2702 003F
122,595      0,9      2675 003F
122,600      0,9      2675 003F
122,605      0,9      2675 003F
122,610      0,7      2675 003F
122,615      0,7      2675 003F
122,620      0,7      2702 003F
122,625      0,6      2675 003F
122,630      0,7      2675 003F
122,635      1,0      2702 003F
122,640      1,1      2675 003F
122,645      1,1      2702 003F
122,650      1,2      2675 003F
122,655      1,0      2675 003F
122,660      1,0      2675 003F
122,665      0,9      2675 003F
122,670      0,9      2675 003F
122,675      1,0      2702 003F
122,680      1,1      2675 003F
122,685      1,0      2675 003F
122,690      0,7      2702 003F
122,695      0,9      2675 003F
122,700      0,7      2675 003F
122,705      0,9      2675 003F
122,710      0,7      2702 003F
122,715      0,7      2675 003F
122,720      0,6      2675 003F
122,725      0,6      2675 003F
122,730      0,5      2675 003F
122,735      0,7      2675 003F
122,740      1,0      2675 003F
122,745      0,9      2675 003F
122,750      0,9      2675 003F
122,755      0,9      2702 003F
122,760      0,9      2675 003F
122,765      0,9      2675 003F
122,770      1,0      2648 003F
122,775      0,9      2675 003F
122,780      0,9      2702 003F
122,785      1,0      2675 003F
122,790      0,7      2675 003F
122,795      0,7      2675 003F
122,800      1,0      2702 003F
122,805      1,1      2702 003F
122,810      0,7      2675 003F
122,815      0,9      2675 003F
122,820      1,0      2675 003F
122,825      1,0      2675 003F
122,830      0,9      2675 003F
122,835      0,9      2675 003F
122,840      0,9      2675 003F
122,845      1,0      2675 003F
122,850      1,0      2675 003F
122,855      1,0      2702 003F
122,860      0,9      2675 003F
122,865      1,0      2675 003F
122,870      1,1      2675 003F
122,875      1,1      2675 003F
122,880      0,9      2675 003F
122,885      0,9      2675 003F
122,890      1,2      2675 003F
122,895      1,0      2675 003F
122,900      1,1      2675 003F
122,905      0,7      2675 003F
122,910      0,9      2675 003F
122,915      1,0      2675 003F
122,920      1,0      2675 003F
122,925      1,0      2675 003F
122,930      1,1      2675 003F
122,935      1,0      2675 003F
122,940      0,9      2675 003F
122,945      1,0      2675 003F
122,950      1,1      2675 003F
122,955      1,0      2675 003F
122,960      0,9      2675 003F
122,965      1,0      2675 003F
122,970      1,0      2675 003F
122,975      1,0      2675 003F
122,980      0,9      2675 003F
122,985      0,7      2675 003F
122,990      0,9      2675 003F
122,995      1,0      2675 003F
123,000      0,7      2675 003F
123,005      0,9      2675 003F
123,010      1,0      2675 003F
123,015      1,0      2675 003F
123,020      0,7      2675 003F
123,025      1,0      2675 003F
123,030      1,2      2675 003F
123,035      1,2      2648 003F
123,040      0,9      2675 003F
123,045      1,0      2675 003F
123,050      1,1      2675 003F
123,055      1,1      2675 003F
123,060      1,0      2675 003F
123,065      0,9      2675 003F
123,070      0,9      2675 003F
123,075      1,0      2675 003F
123,080      0,9      2675 003F
123,085      0,9      2675 003F
123,090      0,9      2675 003F
123,095      1,0      2675 003F
123,100      1,1      2675 003F
123,105      1,0      2675 003F
123,110      0,7      2675 003F
123,115      0,9      2675 003F
123,120      1,1      2648 003F
123,125      1,2      2675 003F
123,130      1,0      2675 003F
123,135      0,9      2675 003F
123,140      1,2      2675 003F
123,145      1,1      2675 003F
123,150      1,0      2675 003F
123,155      1,0      2675 003F
123,160      1,0      2675 003F
123,165      1,1      2675 003F
123,170      1,2      2675 003F
123,175      0,9      2675 003F
123,180      0,9      2648 003F
123,185      0,9      2648 003F
123,190      0,9      2648 003F
123,195      0,9      2648 003F
123,200      0,9      2675 003F
123,205      1,1      2675 003F
123,210      0,9      2675 003F
123,215      1,0      2675 003F
123,220      0,9      2675 003F
123,225      1,1      2648 003F
123,230      1,0      2675 003F
123,235      1,1      2648 003F
123,240      0,9      2675 003F
123,245      1,2      2675 003F
123,250      1,0      2675 003F
123,255      1,0      2648 003F
123,260      1,0      2675 003F
123,265      0,9      2675 003F
123,270      1,0      2675 003F
123,275      0,7      2675 003F
123,280      0,7      2675 003F
123,285      0,6      2675 003F
123,290      1,0      2675 003F
123,295      0,9      2648 003F
123,300      0,9      2675 003F
123,305      0,9      2648 003F
123,310      0,9      2675 003F
123,315      1,1      2675 003F
123,320      0,9      2675 003F
123,325      0,7      2675 003F
123,330      0,9      2675 003F
123,335      0,9      2648 003F
123,340      1,0      2675 003F
123,345      0,9      2675 003F
123,350      0,7      2675 003F
123,355      0,9      2675 003F
123,360      1,0      2675 003F
123,365      1,0      2675 003F
123,370      0,9      2675 003F
123,375      0,7      2675 003F
123,380      1,0      2675 003F
123,385      1,1      2648 003F
123,390      1,2      2675 003F
123,395      1,0      2675 003F
123,400      0,7      2675 003F
123,405      0,9      2648 003F
123,410      1,0      2648 003F
123,415      0,9      2675 003F
123,420      0,9      2648 003F
123,425      0,9      2675 003F
123,430      0,9      2675 003F
123,435      0,9      2675 003F
123,440      0,7      2648 003F
123,445      0,7      2675 003F
123,450      0,7      2675 003F
123,455      1,0      2648 003F
123,460      1,0      2675 003F
123,465      1,0      2675 003F
123,470      0,9      2648 003F
123,475      1,0      2648 003F
123,480      1,1      2648 003F
123,485      1,1      2675 003F
123,490      1,0      2648 003F
123,495      0,7      2675 003F
123,500      0,9      2675 003F
123,505      1,1      2675 003F
123,510      0,9      2675 003F
123,515      0,9      2648 003F
123,520      0,7      2648 003F
123,525      0,7      2648 003F
123,530      1,0      2675 003F
123,535      1,0      2648 003F
123,540      1,1      2648 003F
123,545      0,9      2675 003F
123,550      1,0      2648 003F
123,555      1,2      2675 003F
123,560      1,1      2675 003F
123,565      1,0      2648 003F
123,570      0,9      2675 003F
123,575      1,2      2675 003F
123,580      1,1      2648 003F
123,585      0,9      2648 003F
123,590      0,7      2648 003F
123,595      1,2      2648 003F
123,600      0,9      2648 003F
123,605      1,0      2648 003F
123,610      0,9      2648 003F
123,615      1,1      2648 003F
123,620      1,1      2648 003F
123,625      1,1      2648 003F
123,630      0,9      2648 003F
123,635      1,0      2675 003F
123,640      1,0      2675 003F
123,645      1,2      2648 003F
123,650      1,0      2648 003F
123,655      0,9      2648 003F
123,660      1,0      2648 003F
123,665      1,0      2648 003F
123,670      1,0      2675 003F
123,675      0,7      2648 003F
123,680      0,7      2648 003F
123,685      0,7      2648 003F
123,690      1,0      2648 003F
123,695      0,9      2648 003F
123,700      0,9      2648 003F
123,705      1,0      2675 003F
123,710      1,0      2648 003F
123,715      1,0      2648 003F
123,720      0,9      2648 003F
123,725      1,0      2648 003F
123,730      1,2      2675 003F
123,735      1,0      2648 003F
123,740      0,9      2648 003F
123,745      0,7      2648 003F
123,750      1,0      2648 003F
123,755      1,0      2648 003F
123,760      0,9      2648 003F
123,765      0,7      2648 003F
123,770      0,9      2648 003F
123,775      0,9      2675 003F
123,780      1,1      2648 003F
123,785      0,9      2648 003F
123,790      0,9      2648 003F
123,795      1,0      2648 003F
123,800      0,9      2648 003F
123,805      1,0      2648 003F
123,810      0,7      2648 003F
123,815      0,9      2648 003F
123,820      1,0      2648 003F
123,825      1,0      2648 003F
123,830      0,7      2648 003F
123,835      0,7      2648 003F
123,840      1,1      2648 003F
123,845      1,0      2648 003F
123,850      1,1      2648 003F
123,855      1,0      2648 003F
123,860      0,9      2648 003F
123,865      1,1      2648 003F
123,870      1,0      2648 003F
123,875      0,7      2648 003F
123,880      1,0      2648 003F
123,885      0,9      2648 003F
123,890      0,9      2648 003F
123,895      0,9      2648 003F
123,900      0,9      2648 003F
123,905      0,9      2648 003F
123,910      1,1      2648 003F
123,915      0,9      2648 003F
123,920      0,7      2648 003F
123,925      0,9      2648 003F
123,930      1,0      2648 003F
123,935      1,0      2648 003F
123,940      0,7      2648 003F
123,945      0,9      2648 003F
123,950      1,0      2648 003F
123,955      0,7      2648 003F
123,960      1,1      2675 003F
123,965      1,0      2648 003F
123,970      1,0      2648 003F
123,975      0,7      2648 003F
123,980      1,0      2648 003F
123,985      1,0      2648 003F
123,990      1,0      2648 003F
123,995      1,1      2648 003F
124,000      1,0      2648 003F
124,005      0,7      2648 003F
124,010      1,0      2648 003F
124,015      0,9      2648 003F
124,020      1,1      2648 003F
124,025      0,9      2648 003F
124,030      0,7      2648 003F
124,035      1,0      2648 003F
124,040      1,0      2648 003F
124,045      1,0      2648 003F
124,050      0,9      2648 003F
124,055      0,9      2648 003F
124,060      0,9      2648 003F
124,065      1,2      2648 003F
124,070      1,0      2648 003F
124,075      0,9      2620 003F
124,080      0,9      2648 003F
124,085      1,1      2648 003F
124,090      1,1      2648 003F
124,095      0,9      2648 003F
124,100      0,7      2648 003F
124,105      0,9      2620 003F
124,110      1,2      2648 003F
124,115      1,0      2648 003F
124,120      1,0      2648 003F
124,125      0,9      2648 003F
124,130      1,2      2648 003F
124,135      1,0      2648 003F
124,140      0,7      2648 003F
124,145      0,9      2648 003F
124,150      1,1      2648 003F
124,155      1,0      2648 003F
124,160      1,0      2648 003F
124,165      1,0      2620 003F
124,170      1,2      2648 003F
124,175      1,1      2648 003F
124,180      1,1      2648 003F
124,185      0,9      2648 003F
124,190      1,0      2648 003F
124,195      1,1      2648 003F
124,200      1,1      2648 003F
124,205      0,9      2648 003F
124,210      1,0      2648 003F
124,215      0,9      2648 003F
124,220      0,9      2648 003F
124,225      0,9      2648 003F
124,230      1,0      2648 003F
124,235      1,2      2648 003F
124,240      1,0      2648 003F
124,245      1,0      2648 003F
124,250      1,2      2620 003F
124,255      1,1      2648 003F
124,260      1,0      2648 003F
124,265      0,9      2648 003F
124,270      0,9      2648 003F
124,275      1,0      2648 003F
124,280      1,1      2648 003F
124,285      0,7      2648 003F
124,290      0,7      2648 003F
124,295      1,0      2648 003F
124,300      1,0      2648 003F
124,305      1,0      2648 003F
124,310      0,9      2648 003F
124,315      0,9      2648 003F
124,320      1,0      2648 003F
124,325      1,0      2648 003F
124,330      1,0      2648 003F
124,335      0,9      2648 003F
124,340      1,0      2648 003F
124,345      1,0      2648 003F
124,350      1,0      2648 003F
124,355      0,9      2648 003F
124,360      0,9      2648 003F
124,365      1,1      2648 003F
124,370      1,0      2648 003F
124,375      1,0      2648 003F
124,380      0,6      2648 003F
124,385      1,0      2648 003F
124,390      1,0      2620 003F
124,395      1,1      2648 003F
124,400      0,7      2648 003F
124,405      0,9      2648 003F
124,410      1,1      2648 003F
124,415      1,1      2648 003F
124,420      0,9      2648 003F
124,425      0,7      2648 003F
124,430      1,0      2648 003F
124,435      0,9      2620 003F
124,440      0,9      2648 003F
124,445      1,0      2648 003F
124,450      1,1      2648 003F
124,455      1,0      2648 003F
124,460      0,9      2620 003F
124,465      1,0      2648 003F
124,470      1,0      2620 003F
124,475      0,7      2620 003F
124,480      1,0      2648 003F
124,485      1,0      2648 003F
124,490      1,0      2648 003F
124,495      1,2      2648 003F
124,500      1,1      2620 003F
124,505      1,0      2648 003F
124,510      1,0      2648 003F
124,515      0,7      2648 003F
124,520      0,9      2648 003F
124,525      1,2      2648 003F
124,530      1,0      2648 003F
124,535      0,9      2648 003F
124,540      1,1      2620 003F
124,545      1,2      2648 003F
124,550      0,9      2620 003F
124,555      0,9      2648 003F
124,560      1,0      2648 003F
124,565      1,0      2620 003F
124,570      1,1      2648 003F
124,575      0,9      2648 003F
124,580      0,9      2648 003F
124,585      1,0      2648 003F
124,590      1,2      2620 003F
124,595      1,0      2648 003F
124,600      1,0      2620 003F
124,605      0,9      2620 003F
124,610      0,9      2648 003F
124,615      1,1      2648 003F
124,620      0,9      2620 003F
124,625      0,9      2620 003F
124,630      1,0      2620 003F
124,635      1,0      2620 003F
124,640      1,0      2648 003F
124,645      1,1      2620 003F
124,650      1,0      2620 003F
124,655      1,1      2620 003F
124,660      1,1      2620 003F
124,665      1,1      2648 003F
124,670      0,9      2648 003F
124,675      1,1      2648 003F
124,680      1,1      2648 003F
124,685      1,1      2648 003F
124,690      1,1      2648 003F
124,695      0,9      2620 003F
124,700      1,0      2648 003F
124,705      1,0      2648 003F
124,710      1,1      2648 003F
124,715      0,9      2620 003F
124,720      0,9      2648 003F
124,725      1,1      2620 003F
124,730      0,9      2648 003F
124,735      1,0      2648 003F
124,740      1,0      2648 003F
124,745      1,1      2648 003F
124,750      0,7      2648 003F
124,755      0,6      2620 003F
124,760      1,0      2620 003F
124,765      1,0      2620 003F
124,770      1,0      2648 003F
124,775      0,9      2620 003F
124,780      1,1      2620 003F
124,785      1,1      2648 003F
124,790      1,2      2648 003F
124,795      0,7      2648 003F
124,800      1,1      2648 003F
124,805      1,0      2620 003F
124,810      1,0      2620 003F
124,815      0,9      2620 003F
124,820      0,6      2620 003F
124,825      1,0      2648 003F
124,830      1,0      2648 003F
124,835      0,9      2648 003F
124,840      0,6      2620 003F
124,845      1,0      2620 003F
124,850      1,0      2648 003F
124,855      1,0      2620 003F
124,860      0,9      2648 003F
124,865      0,7      2648 003F
124,870      1,1      2648 003F
124,875      1,0      2648 003F
124,880      0,9      2620 003F
124,885      0,7      2620 003F
124,890      0,9      2648 003F
124,895      1,0      2648 003F
124,900      1,0      2648 003F
124,905      0,9      2648 003F
124,910      1,0      2620 003F
124,915      1,0      2620 003F
124,920      1,0      2648 003F
124,925      0,7      2648 003F
124,930      0,7      2620 003F
124,935      1,0      2648 003F
124,940      1,0      2648 003F
124,945      1,0      2648 003F
124,950      0,9      2593 003F
124,955      0,6      2620 003F
124,960      0,9      2620 003F
124,965      1,0      2620 003F
124,970      0,9      2648 003F
124,975      0,7      2620 003F
124,980      0,9      2620 003F
124,985      0,9      2620 003F
124,990      0,7      2620 003F
124,995      0,7      2620 003F
125,000      0,9      2648 003F
125,005      0,9      2648 003F
125,010      0,9      2648 003F
125,015      1,0      2620 003F
125,020      0,9      2620 003F
125,025      0,6      2620 003F
125,030      0,6      2620 003F
125,035      0,9      2620 003F
125,040      1,0      2620 003F
125,045      0,7      2620 003F
125,050      0,9      2648 003F
125,055      1,1      2648 003F
125,060      1,0      2620 003F
125,065      1,1      2648 003F
125,070      0,6      2620 003F
125,075      0,9      2620 003F
125,080      0,9      2648 003F
125,085      0,9      2620 003F
125,090      0,7      2620 003F
125,095      0,7      2648 003F
125,100      0,9      2648 003F
125,105      1,0      2620 003F
125,110      1,0      2620 003F
125,115      0,9      2648 003F
125,120      0,9      2620 003F
125,125      1,1      2620 003F
125,130      1,0      2620 003F
125,135      0,9      2620 003F
125,140      0,6      2620 003F
125,145      0,7      2620 003F
125,150      1,1      2620 003F
125,155      1,0      2620 003F
125,160      0,9      2648 003F
125,165      0,9      2620 003F
125,170      1,0      2620 003F
125,175      1,0      2620 003F
125,180      1,0      2620 003F
125,185      0,7      2648 003F
125,190      0,7      2620 003F
125,195      1,1      2620 003F
125,200      0,7      2620 003F
125,205      0,7      2620 003F
125,210      0,9      2620 003F
125,215      0,9      2620 003F
125,220      1,2      2620 003F
125,225      1,0      2620 003F
125,230      0,7      2620 003F
125,235      0,9      2620 003F
125,240      0,7      2648 003F
125,245      0,9      2620 003F
125,250      0,9      2620 003F
125,255      0,9      2620 003F
125,260      1,0      2620 003F
125,265      0,7      2620 003F
125,270      1,2      2620 003F
125,275      1,1      2620 003F
125,280      1,0      2620 003F
125,285      0,9      2620 003F
125,290      0,7      2620 003F
125,295      1,0      2620 003F
125,300      1,0      2620 003F
125,305      0,9      2620 003F
125,310      0,9      2620 003F
125,315      1,1      2620 003F
125,320      1,0      2620 003F
125,325      1,0      2620 003F
125,330      0,6      2620 003F
125,335      0,6      2620 003F
125,340      0,9      2620 003F
125,345      0,9      2620 003F
125,350      0,9      2620 003F
125,355      0,9      2620 003F
125,360      0,9      2620 003F
125,365      1,0      2620 003F
125,370      1,1      2620 003F
125,375      0,9      2620 003F
125,380      0,7      2620 003F
125,385      1,0      2620 003F
125,390      1,1      2620 003F
125,395      1,0      2620 003F
125,400      0,9      2593 003F
125,405      0,7      2620 003F
125,410      0,7      2620 003F
125,415      1,1      2620 003F
125,420      0,9      2593 003F
125,425      0,7      2620 003F
125,430      1,0      2620 003F
125,435      0,6      2593 003F
125,440      0,7      2593 003F
125,445      0,9      2593 003F
125,450      1,0      2620 003F
125,455      1,0      2620 003F
125,460      0,9      2620 003F
125,465      1,0      2620 003F
125,470      1,2      2620 003F
125,475      1,0      2620 003F
125,480      1,0      2593 003F
125,485      1,1      2620 003F
125,490      1,0      2620 003F
125,495      1,0      2620 003F
125,500      1,0      2620 003F
125,505      1,0      2620 003F
125,510      0,7      2620 003F
125,515      0,7      2620 003F
125,520      1,0      2620 003F
125,525      1,2      2620 003F
125,530      1,0      2620 003F
125,535      1,0      2620 003F
125,540      1,4      2620 003F
125,545      1,1      2620 003F
125,550      1,0      2620 003F
125,555      1,0      2620 003F
125,560      1,0      2620 003F
125,565      1,0      2620 003F
125,570      1,0      2620 003F
125,575      0,9      2620 003F
125,580      1,0      2620 003F
125,585      1,4      2620 003F
125,590      1,2      2620 003F
125,595      1,0      2620 003F
125,600      0,7      2620 003F
125,605      1,2      2620 003F
125,610      1,1      2648 003F
125,615      0,9      2593 003F
125,620      0,9      2620 003F
125,625      1,1      2620 003F
125,630      1,0      2620 003F
125,635      1,0      2620 003F
125,640      1,0      2620 003F
125,645      1,1      2620 003F
125,650      1,0      2593 003F
125,655      0,9      2620 003F
125,660      0,9      2620 003F
125,665      0,7      2620 003F
125,670      1,0      2620 003F
125,675      1,0      2620 003F
125,680      0,9      2620 003F
125,685      0,7      2593 003F
125,690      0,9      2620 003F
125,695      1,0      2620 003F
125,700      0,7      2593 003F
125,705      1,0      2620 003F
125,710      0,9      2620 003F
125,715      1,1      2593 003F
125,720      1,0      2593 003F
125,725      1,0      2620 003F
125,730      0,9      2620 003F
125,735      0,9      2593 003F
125,740      1,0      2648 003F
125,745      0,9      2620 003F
125,750      1,0      2620 003F
125,755      1,0      2620 003F
125,760      0,9      2593 003F
125,765      0,7      2620 003F
125,770      1,0      2620 003F
125,775      1,0      2620 003F
125,780      1,0      2593 003F
125,785      1,0      2620 003F
125,790      1,1      2620 003F
125,795      1,1      2620 003F
125,800      1,1      2593 003F
125,805      1,2      2620 003F
125,810      1,0      2593 003F
125,815      1,0      2593 003F
125,820      1,0      2593 003F
125,825      0,9      2620 003F
125,830      1,0      2620 003F
125,835      0,9      2620 003F
125,840      1,0      2593 003F
125,845      1,0      2620 003F
125,850      1,1      2620 003F
125,855      0,9      2593 003F
125,860      1,1      2593 003F
125,865      1,0      2593 003F
125,870      1,0      2593 003F
125,875      1,0      2620 003F
125,880      1,0      2593 003F
125,885      1,0      2620 003F
125,890      1,0      2593 003F
125,895      0,9      2620 003F
125,900      1,0      2620 003F
125,905      0,7      2620 003F
125,910      0,9      2620 003F
125,915      1,1      2593 003F
125,920      0,9      2620 003F
125,925      1,0      2593 003F
125,930      1,2      2620 003F
125,935      1,0      2620 003F
125,940      1,0      2620 003F
125,945      1,1      2593 003F
125,950      1,0      2620 003F
125,955      1,1      2593 003F
125,960      0,9      2593 003F
125,965      0,9      2593 003F
125,970      1,0      2593 003F
125,975      0,7      2593 003F
125,980      0,9      2620 003F
125,985      0,7      2593 003F
125,990      0,7      2620 003F
125,995      1,0      2620 003F
126,000      1,1      2620 003F
126,005      1,0      2620 003F
126,010      1,1      2620 003F
126,015      0,9      2593 003F
126,020      1,0      2593 003F
126,025      1,1      2620 003F
126,030      0,9      2593 003F
126,035      1,0      2593 003F
126,040      0,9      2620 003F
126,045      0,9      2593 003F
126,050      0,7      2593 003F
126,055      0,7      2593 003F
126,060      0,7      2620 003F
126,065      0,9      2593 003F
126,070      0,9      2593 003F
126,075      0,7      2593 003F
126,080      0,9      2593 003F
126,085      1,0      2620 003F
126,090      1,1      2620 003F
126,095      1,1      2593 003F
126,100      1,1      2593 003F
126,105      0,9      2593 003F
126,110      0,9      2593 003F
126,115      0,9      2593 003F
126,120      0,9      2620 003F
126,125      0,7      2593 003F
126,130      0,7      2620 003F
126,135      0,9      2593 003F
126,140      0,9      2593 003F
126,145      0,7      2593 003F
126,150      0,9      2593 003F
126,155      0,9      2593 003F
126,160      0,9      2593 003F
126,165      1,0      2593 003F
126,170      1,0      2593 003F
126,175      1,0      2593 003F
126,180      1,1      2593 003F
126,185      1,0      2593 003F
126,190      1,0      2593 003F
126,195      0,9      2593 003F
126,200      0,9      2593 003F
126,205      0,7      2593 003F
126,210      0,9      2620 003F
126,215      0,6      2566 003F
126,220      0,7      2620 003F
126,225      0,6      2593 003F
126,230      0,7      2620 003F
126,235      0,7      2593 003F
126,240      0,9      2593 003F
126,245      0,9      2593 003F
126,250      1,0      2620 003F
126,255      1,0      2593 003F
126,260      0,9      2593 003F
126,265      1,0      2593 003F
126,270      1,0      2620 003F
126,275      1,0      2593 003F
126,280      0,9      2593 003F
126,285      0,9      2593 003F
126,290      0,7      2593 003F
126,295      0,9      2593 003F
126,300      1,0      2593 003F
126,305      1,0      2593 003F
126,310      1,2      2593 003F
126,315      1,1      2593 003F
126,320      0,9      2620 003F
126,325      1,0      2620 003F
126,330      0,9      2593 003F
126,335      0,7      2593 003F
126,340      0,7      2593 003F
126,345      0,7      2593 003F
126,350      1,0      2593 003F
126,355      0,7      2593 003F
126,360      0,9      2593 003F
126,365      1,0      2593 003F
126,370      1,1      2593 003F
126,375      1,1      2620 003F
126,380      1,0      2593 003F
126,385      1,0      2593 003F
126,390      1,0      2593 003F
126,395      0,9      2593 003F
126,400      1,0      2593 003F
126,405      1,1      2593 003F
126,410      0,7      2593 003F
126,415      1,0      2593 003F
126,420      0,7      2593 003F
126,425      0,9      2593 003F
126,430      1,0      2593 003F
126,435      0,9      2593 003F
126,440      1,0      2593 003F
126,445      0,9      2593 003F
126,450      0,6      2593 003F
126,455      0,7      2593 003F
126,460      0,7      2593 003F
126,465      0,7      2593 003F
126,470      0,9      2593 003F
126,475      0,9      2593 003F
126,480      1,0      2593 003F
126,485      1,0      2593 003F
126,490      1,0      2593 003F
126,495      1,0      2593 003F
126,500      1,1      2593 003F
126,505      1,0      2593 003F
126,510      1,0      2593 003F
126,515      1,1      2593 003F
126,520      1,0      2593 003F
126,525      1,1      2593 003F
126,530      0,9      2593 003F
126,535      1,1      2593 003F
126,540      1,1      2593 003F
126,545      1,0      2593 003F
126,550      1,1      2593 003F
126,555      1,1      2593 003F
126,560      1,0      2593 003F
126,565      0,9      2620 003F
126,570      0,7      2593 003F
126,575      0,9      2593 003F
126,580      1,0      2593 003F
126,585      1,1      2593 003F
126,590      0,9      2593 003F
126,595      0,9      2593 003F
126,600      0,9      2593 003F
126,605      1,0      2593 003F
126,610      0,9      2593 003F
126,615      0,7      2593 003F
126,620      0,7      2593 003F
126,625      1,1      2593 003F
126,630      1,1      2593 003F
126,635      0,9      2593 003F
126,640      1,0      2620 003F
126,645      1,0      2593 003F
126,650      1,1      2593 003F
126,655      1,0      2593 003F
126,660      0,7      2593 003F
126,665      1,0      2593 003F
126,670      1,1      2620 003F
126,675      1,1      2593 003F
126,680      1,0      2593 003F
126,685      0,9      2593 003F
126,690      0,9      2593 003F
126,695      1,0      2593 003F
126,700      1,0      2593 003F
126,705      0,7      2593 003F
126,710      1,1      2593 003F
126,715      1,0      2593 003F
126,720      1,0      2593 003F
126,725      1,0      2593 003F
126,730      0,9      2593 003F
126,735      1,1      2593 003F
126,740      1,2      2593 003F
126,745      0,9      2593 003F
126,750      0,7      2593 003F
126,755      0,9      2566 003F
126,760      0,9      2593 003F
126,765      1,0      2593 003F
126,770      1,1      2593 003F
126,775      1,1      2593 003F
126,780      1,0      2566 003F
126,785      1,1      2593 003F
126,790      1,1      2593 003F
126,795      1,0      2566 003F
126,800      0,9      2566 003F
126,805      1,0      2593 003F
126,810      1,4      2566 003F
126,815      1,0      2566 003F
126,820      0,9      2593 003F
126,825      1,0      2566 003F
126,830      1,1      2593 003F
126,835      1,2      2566 003F
126,840      1,0      2593 003F
126,845      0,9      2593 003F
126,850      1,0      2593 003F
126,855      1,4      2593 003F
126,860      1,1      2566 003F
126,865      1,0      2566 003F
126,870      1,1      2593 003F
126,875      1,4      2593 003F
126,880      1,1      2593 003F
126,885      1,0      2593 003F
126,890      0,5      2593 003F
126,895      0,7      2593 003F
126,900      1,0      2593 003F
126,905      1,0      2593 003F
126,910      1,0      2593 003F
126,915      0,9      2593 003F
126,920      1,1      2593 003F
126,925      1,0      2566 003F
126,930      1,0      2566 003F
126,935      1,1      2566 003F
126,940      1,1      2566 003F
126,945      1,2      2566 003F
126,950      1,1      2593 003F
126,955      1,0      2566 003F
126,960      0,7      2566 003F
126,965      1,0      2593 003F
126,970      1,0      2593 003F
126,975      1,0      2593 003F
126,980      0,9      2593 003F
126,985      0,9      2593 003F
126,990      1,1      2593 003F
126,995      1,1      2593 003F
127,000      1,0      2593 003F
127,005      1,0      2593 003F
127,010      0,7      2593 003F
127,015      0,9      2566 003F
127,020      1,0      2566 003F
127,025      0,9      2593 003F
127,030      1,4      2593 003F
127,035      1,1      2566 003F
127,040      1,0      2566 003F
127,045      0,9      2593 003F
127,050      1,1      2593 003F
127,055      1,1      2566 003F
127,060      1,1      2566 003F
127,065      0,9      2593 003F
127,070      0,9      2566 003F
127,075      1,1      2593 003F
127,080      0,9      2593 003F
127,085      1,0      2566 003F
127,090      0,9      2593 003F
127,095      1,1      2566 003F
127,100      1,0      2593 003F
127,105      0,9      2593 003F
127,110      0,7      2566 003F
127,115      1,0      2566 003F
127,120      1,2      2593 003F
127,125      1,0      2566 003F
127,130      0,9      2566 003F
127,135      1,1      2593 003F
127,140      1,1      2593 003F
127,145      1,0      2566 003F
127,150      0,9      2593 003F
127,155      0,9      2566 003F
127,160      1,0      2566 003F
127,165      1,0      2566 003F
127,170      0,9      2593 003F
